#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,COUNTRY
F,DDB232,Discus CS,D-9387,BHV,Y,Y,Germany
F,DDBF01,Std. Libelle WL,D-5709,BI,Y,Y,Germany
I,7C1E8C,LibelleStd.,VH-GBI,BI,Y,Y,Australia
F,DF1422,LS-8,D-5463,BI,Y,Y,Germany
F,DDB32E,LS-1 f,D-2939,BI,N,Y,Germany
F,DDEF34,Antares 18T,D-KUBI,BI,Y,Y,Germany
I,3EF5EE,Glider,D-5463,BI,Y,Y,Germany
F,DDB4D2,Nimbus 2,-D-6735,BI,N,Y,Unknown
F,DDD7EC,LS-8,D-5463,BI,N,Y,Germany
F,DDEC52,ASW28-18e,D-KEBI,BI,Y,Y,Germany
F,DD52E5,Discus,LV-EQI,BI,Y,Y,Argentina
I,C823E1,Discus 2,ZK-GBI,BI,Y,Y,New Zealand
F,DDAAFC,DG-505,D-0575,BI,Y,Y,Germany
F,3AB668,Lak-17at,BI2,BI2,Y,Y,China
F,3FF70A,"C42C Turbo ""BISON""",D-MHIR,BISON,Y,Y,Germany
F,DDEE46,Std. Cirrus,OK-0109,BJ,Y,Y,Czech Republic
F,00901A,JS1c,ZS-GBX,BJ,Y,Y,South Africa
F,D00EA0,DG200/17,F-CHBJ,BJ,Y,Y,France
F,DDAB4C,LS-4,D-4293,BJ,N,Y,Germany
I,A97FE6,Stemme S10,N711BJ,BJ,Y,Y,United States
F,3E5EB7,LAK 17 C FES,D-KBBJ,BJ,Y,Y,Germany
I,C0484F,L23 Super Blanik,C-GBJY,BJY,Y,Y,Canada
F,D02C77,JS3 RES,D-KSJS,BK,Y,Y,Germany
F,DDF94B,Towplane,F-GABK,BK,Y,Y,France
F,3E7C67,ASH31 Mi,D-KMHR,BK,Y,Y,Germany
F,DD9918,ASW-27,D-9727,BK,N,Y,Germany
F,111118,Discus a,ZBK,BK,Y,Y,Zimbabwe
F,DDADAE,DuoDiscus,D-4231,BK,Y,Y,Germany
F,DD9A70,Discus,BK,BK,N,Y,China
F,D027CF,ASK-21,D-4088,BK,Y,Y,Germany
F,7C1C8A,LS-4,D-7751,BK,Y,Y,Germany
F,DDE2B0,Jantar Std. 3,SP-3687,BK,Y,Y,Poland
F,DD98D8,LibelleStd.,D-2962,BK,Y,Y,Germany
F,D00A77,DG1000T,D-KACH,BK,Y,Y,Germany
F,DE04D9,Invité 1,C-GBK1,BK1,Y,Y,Canada
F,DE05D3,Invité 2,C-GBK2,BK2,Y,Y,Canada
F,DF01B1,Invité 3,C-GBK3,BK3,Y,Y,Canada
F,DE05C5,Genesis 2,C-GBKK,BKK,Y,Y,Canada
I,402086,Scheibe SF25E,G-BKVG,BKVG,Y,Y,United Kingdom
I,3E6CE7,AS33Es,D-KGBL,BL,Y,Y,Germany
I,3ECE41,Duo Discus XLT,D-KTBL,BL,Y,Y,Germany
F,DD51B3,ASW-20,ZK-GBL,BL,Y,Y,New Zealand
I,40541D,ASW 27,G-TIAB,BL,Y,Y,United Kingdom
I,484BC4,DG-300,PH-1326,BL,Y,Y,Netherlands
F,DDA55D,LS-4,D-4148,BL,Y,Y,Germany
I,DDDFAC,LS 4,D-3445,BL,Y,Y,Germany
F,D0151A,Std. Libelle,VH-GBL,BL,Y,Y,Australia
F,DD4E87,Jantar Std. 3,SP-3673,BL,Y,Y,Poland
F,DD95F6,Grob Astir CS,D-3273,BL,N,Y,Germany
F,D0014A,ASK-13,D-0488,BL,Y,Y,Germany
F,E00489,LS6-18w,OK-5146,BL,Y,Y,Czech Republic
F,D01C3D,Duo-Discus xLF,BL,BL,N,Y,China
F,DDDDE6,LAK-17 BT,LY-AUL,BL,N,Y,Lithuania
F,DDA8B9,DG-300,PH-1326,BL,Y,Y,Netherlands
F,DDAF8A,ASK 13,D-0488,BL,Y,Y,Germany
F,DDDB67,Ventus 2ct,OY-IXI,BL,Y,Y,Denmark
F,DD9602,Let L-23 Super Blanik,OE-5508,BLA,Y,Y,Austria
F,DDDCF6,Skylark 4,BLC,BLC,Y,Y,China
F,DD8F2A,Skylark 4,BLE,BLE,Y,Y,China
F,DD5054,Slingsby Skylark 4,BLW,BLW,Y,Y,China
F,DDF11A,Discus,D-1764,BM,Y,Y,Germany
F,A1BD5E,ASK-21B,N211BM,BM,Y,Y,United States
F,DD9E67,ASW 28-15/18E,D-KFBM,BM,Y,Y,Germany
F,D02940,Ventus 2cxM,D-KCMC,BM,Y,Y,Germany
F,DDA549,Asw 20cx,D-XXXX,BM,Y,Y,Germany
F,D01038,LS4,VH-BHM,BM,Y,Y,Australia
I,3E615E,Ventus 2 cxM,D-KCBM,BM,Y,Y,Germany
F,DDAE42,Duo Discus,D-4507,BM,Y,Y,Germany
I,C0088C,DG-600,C-FDGD,BM,N,Y,Canada
F,A2DCFC,Glider Ventus B,N284BM,BM,Y,Y,United States
I,3E7BC6,ASH-31 Mi,D-KMBM,BM,Y,Y,Germany
F,DF0234,Discus,D-KWBM,BM,Y,Y,Germany
F,DDEFDC,Diana2_FES,F-CTBM,BM,Y,Y,France
I,3ECE70,LS-7,LV-EJJ,BM,Y,Y,Argentina
F,DD9CE2,LS-7,D-5331,BM,Y,Y,Germany
I,C003E7,Glider,C-FBMK,BMK,Y,Y,Canada
F,DE0632,Cirrus,C-FBMX,BMX,Y,Y,Canada
I,3EEC1C,LS 6,D-2949,BN,Y,Y,Germany
F,DD8D46,SF-25,D-KGBN,BN,Y,Y,Germany
F,DDA744,PIK20E,D-KIBN,BN,Y,Y,Germany
I,3E810F,SF 25,D-KOBN,BN,Y,Y,Germany
I,3ECB9F,Arcus T,D-KSBN,BN,Y,Y,Germany
I,3E7137,PIK20E,D-KIBN,BN,Y,Y,Germany
F,DDE298,Ventus 2cxM,D-KBBN,BN,N,Y,Germany
F,DDFB6B,ASW-15,F-CEGP,BN,N,Y,France
F,DDDA57,LS-3,D-1397,BN,N,Y,Germany
I,D03996,DG1001FES,D-KBNE,BNE,Y,Y,Germany
I,4058FE,K6Cr,G-DBNH,BNH,Y,Y,United Kingdom
I,C048A9,Cessna 150,C-GBNK,BNK,Y,Y,Canada
I,3E694C,ASH-26 E,D-KFBO,BO,Y,Y,Germany
F,DD8DDA,ASK-21,D-8825,BO,N,Y,Germany
I,4B4EA2,HPH  304 MS,HB-2555,BO,Y,Y,Switzerland
I,4B4F9F,JS3 RES,HB-2808,BO,Y,Y,Switzerland
F,DD8E2B,Duo Discus,D-6842,BO,N,Y,Germany
I,4847F5,Astir Jeans,PH-1038,BOB,Y,Y,Netherlands
F,DDD8DF,Bocian,D-3548,BOC,Y,Y,Germany
F,DD9335,Motorglider,B-ODEN,BOD,N,Y,China
I,405CC7,KA6 CR,G-DBOL,BOL,Y,Y,United Kingdom
I,4849C1,Husky A-1,PH-BON,BON,Y,Y,Netherlands
F,DDC1CA,Motorglider,G-HBOS,BOS,N,Y,United Kingdom
F,DDA624,Grob Twin Astir II,D-8795,BP,Y,Y,Germany
F,C079D3,PIK-20B,C-GUDM,BP,Y,Y,Canada
I,4AD450,SF-25,SE-UBP,BP,Y,Y,Sweden
F,3EC8EF,ASG29E,D-KRBB,BP,Y,Y,Germany
F,DDE263,ASW27,G-XVAT,BP,Y,Y,United Kingdom
F,D024CE,LS8-18,D-1787,BP,Y,Y,Germany
F,DDDAFB,SF-25,SE-UBP,BP,Y,Y,Sweden
F,DF0109,Discus 2,N53BP,BP,N,Y,United States
F,DDF062,LS8-18,D-1787,BP,Y,Y,Germany
I,D2A59B,Grob Twin Astir II,D-8795,BP,Y,Y,Germany
F,DD14F1,ASW-22 E,D-KMBP,BP,N,Y,Germany
F,DDAC2E,LS-1,F-CDVW,BP,N,Y,France
I,A2435E,LS4a,N245JD,BP,Y,Y,United States
F,DF0203,HK36 Super Dimona,C-GBPA,BPA,N,Y,Canada
F,DDE853,T49 B Capstan,BPS,BPS,Y,Y,China
F,D0180A,Slingsby T-49 Capstan,BPV,BPV,Y,Y,China
F,4B4C3C,Segelflugzeug,HB-1941,BQ,Y,Y,Switzerland
F,D01993,Libelle,VH-GBQ,BQ,Y,Y,Australia
F,DDF12B,Duo Discus xlt,D-KEBQ,BQ,Y,Y,Germany
I,C00452,ASK-13,C-FBQN,BQN,Y,Y,Canada
F,DD8D87,DG-800,PH-1231,BR,N,Y,Netherlands
F,D00B15,Arcus,D-0255,BR,Y,Y,Germany
F,DD9CC9,Discus B,D-0094,BR,Y,Y,Germany
F,DDA2C4,DG-800,PH-1231,BR,N,Y,Netherlands
F,DD9189,Libelle,OO-ZBR,BR,Y,Y,Belgium
F,DDF117,LS-8 st 18,D-KBBR,BR,Y,Y,Germany
F,DDEB9A,Duo Discus XLT,D-KFBR,BR,Y,Y,Germany
I,AC1232,ASG-29,N877V,BR,Y,Y,United States
F,DDD556,Slingsby Capstan,BRA,BRA,Y,Y,China
F,D0293E,JS3-18,OK-3131,BS,Y,Y,Czech Republic
F,72D760,Ka 6 CR,D-4365,BS,Y,Y,Germany
F,DD9CE1,Pegase,F-CGBD,BS,Y,Y,France
I,A8831D,ASK 21-Mi,N648BS,BS,Y,Y,United States
I,4859DD,Std. Cirrus WL,PH-1607,BS,Y,Y,Netherlands
F,DDA689,DG 300,D-4101,BS,Y,Y,Germany
F,DD9BFA,ASK 21,D-4285,BS,Y,Y,Germany
F,DDFD54,Kestrel,D-2164,BS,Y,Y,Germany
F,DDD601,ASH-31 Mi,D-KYBS,BS,N,Y,Germany
F,A32E78,HPH 304CZ,N304CZ,BS,Y,Y,United States
F,4CC39F,Lak-12,TF-SBS,BS,Y,Y,Iceland
I,3E5C1C,Arcus T,D-KABS,BS,Y,Y,Germany
F,DDFD4C,Ventus 2cT,D-KTAS,BS,Y,Y,Germany
I,A32E58,Glasfluegel 304,N304BS,BS,Y,Y,United States
F,DDD843,Ka 6 CR,D-4365,BS,Y,Y,Germany
F,DD985F,Ventus 2ct,D-KTAS,BS,N,Y,Germany
F,DDED97,Glasfluegel 304,D-5430,BS,Y,Y,Germany
F,DD0091,LS-4,D-2360,BS1,N,Y,Germany
F,DD0099,LibelleStd.,D-1097,BS2,N,Y,Germany
F,DD0095,ASK-21,D-4051,BS3,N,Y,Germany
I,4B4DDB,Duo Discus t,HB-2356,BSL,Y,Y,Switzerland
I,484E7B,Ka-7,PH-276,BSM,Y,Y,Netherlands
I,7C07AA,ASK 21,VH-BSS,BSS,Y,Y,Australia
F,DDAD69,Discus t,G-CJGR,BT,Y,Y,United Kingdom
F,D0039B,ASG32 Mi,D-KGIC,BT,Y,Y,Germany
F,DDA996,Discus t,D-KOBT,BT,N,Y,Germany
F,D00D83,Arcus T,D-KFNF,BT,Y,Y,Germany
F,3E6FA4,Antares 18T,D-KHMA,BT,Y,Y,Germany
F,DD8458,Discus bt,D-KGBT,BT,Y,Y,Germany
F,D0074D,Antares 18 T,D-KHMA,BT,Y,Y,Germany
F,DDE2D4,Pegase,F-CFRV,BT,N,Y,France
F,DD96D1,Discus,D-KTBT,BT,Y,Y,Germany
F,DF0BFF,ANTARES 18T,D-KHMA,BT,Y,Y,Germany
I,C059F6,SZD-51-1 Junior,C-GIBT,BT,Y,Y,Canada
F,111738,Balloon,D-OWBF,BTF,Y,Y,Germany
I,DD9103,GLIDER,EC-BTH,BTH,Y,Y,Spain
F,0DBCDA,Olympia 463,BTN,BTN,Y,Y,China
F,DD9C7E,LS3a,D-4569,BTS,Y,Y,Germany
I,C037B6,Grob G103 TWIN ASTIR,C-GBTX,BTX,Y,Y,Canada
F,D02945,Ventus 3M,D-KATB,BTx,Y,Y,Germany
I,3FF9D3,Bücker Jungmann,D-MYBU,BU,Y,Y,Germany
I,484AA4,Mini Nimbus,PH-588,BU,Y,Y,Netherlands
F,DDFE85,Discus,D-0585,BU,N,Y,Germany
F,DD857B,Astir CS,D-0147,BU,Y,Y,Germany
I,40793F,Glider,G-FEBU,BU,Y,Y,United Kingdom
F,DDDC14,Glasfugel 304,F-CEBU,BU,Y,Y,France
F,D01CE2,LS6c-18,D-0045,BU,Y,Y,Germany
F,DDB2FC,LS-6 18,D-0045,BU,N,Y,Germany
F,DDD99A,Mini Nimbus,PH-588,BU,N,Y,Netherlands
F,DDDD54,Slingsby Skylark 3f,BUT,BUT,Y,Y,China
F,45C303,LS8-18,OY-PXC,BV,Y,Y,Denmark
I,A2F34E,ASG-29E,N29BV,BV,Y,Y,United States
F,DDA99C,ASH-26 E,D-KBEJ,BV,Y,Y,Germany
I,A54871,Glider,N44BV,BV,Y,Y,United States
F,DD50F8,Libelle,C-FABV,BV,Y,Y,Canada
I,383035,D140,F-BMBV,BV,N,Y,France
F,D00E93,Ventus 3T,D-KLYK,BV,Y,Y,Germany
I,440559,Husky A1,OE-ABV,BV,Y,Y,Austria
I,C0497D,PW-5,C-GBVO,BVO,Y,Y,Canada
F,DDAD37,Discus CS,PH-1268,BVO,Y,Y,Netherlands
F,DD52FB,K6 cr,G-DBVR,BVR,Y,Y,United Kingdom
I,4066A3,Arcus T,G-KBWP,BW,Y,Y,United Kingdom
F,DD9C48,LS-4,D-4968,BW,Y,Y,Germany
F,DDEF7D,Standard Cirrus,OK-4902,BW,Y,Y,Czech Republic
F,D00F57,Robin DR400,G-ENBW,BW,Y,Y,United Kingdom
F,DDEB7B,ASG-29,F-CMFA,BW,N,Y,France
I,484CC8,Std. Cirrus,PH-502,BW,N,Y,Netherlands
F,DD89B6,Arcus M,N-FYBJ,BW,N,Y,United States
F,DD8669,ASW19,D-6725,BW,Y,Y,Germany
F,DDDFB3,Arcus T,G-KBWP,BW,N,Y,United Kingdom
F,DD9C33,LS-3,D-2863,BW,N,Y,Germany
F,D01CE3,Duo Discus,D-9902,BW1,Y,Y,Germany
F,DF0470,Discus 2b,D-5480,BW2,Y,Y,Germany
F,DDEB1F,Discus 2,D-6790,BW3,Y,Y,Germany
F,DDEFFA,Duo Discus,D-2410,BW4,Y,Y,Germany
F,DDEBCB,DG 1001T,D-KSDG,BW5,Y,Y,Germany
I,4059BE,Dart 15,G-DBWO,BWO,Y,Y,United Kingdom
I,C049A1,Towplane,C-GBWY,BWY,Y,Y,Canada
F,DF105A,Ventus 2b,LY-ZBX,BX,Y,Y,Lithuania
F,DD92F6,LS-7,D-1492,BX,N,Y,Germany
I,3E7689,Duo Discus XLT,D-KKBX,BX,Y,Y,Germany
F,DD51D0,Eurofox,G-FLBX,BX,Y,Y,United Kingdom
F,DDEEC5,Lak17b FES,D-KXBE,BX,Y,Y,Germany
F,DDDF31,Discus 2c,XXBX,BX,Y,Y,Unknown
F,D0152B,LS4,D-3659,BY,Y,Y,Germany
F,4847E1,LS6c,PH-914,BY,Y,Y,Netherlands
F,D028FC,ASW22 BLE,D-KABY,BY,Y,Y,Germany
F,DF1312,Arcus T,D-KEBY,BY,N,Y,Germany
I,AB7DB0,Glider,N84BY,BY,Y,Y,United States
I,D00D9D,ASH 31 mi,D-KHBY,BY,Y,Y,Germany
I,3E66B2,Arcus T,D-KEBY,BY,N,Y,Germany
F,DDB1AA,ASW-22,D-KABY,BY,Y,Y,Germany
F,3ED8DE,Stemme S12,D-KXBY,BY,Y,Y,Germany
I,3EDE26,Arcus M,D-KZBY,BY,N,Y,Germany
F,DF0A76,Arcus T,D-XXBY,BY,Y,Y,Germany
F,DDDFCF,Arcus T,D-4336,BY,Y,Y,Germany
F,3EDB82,Discus 2cT,D-KYBY,BY,Y,Y,Germany
F,D00ED4,LS8 neo,D-3725,BY,Y,Y,Germany
I,3FF1B7,Mustang (UL),D-MUBY,BY,Y,Y,Germany
I,7C0877,Auster,VH-BYH,BYH,Y,Y,Australia
F,3EFD3C,LS1-f,D-7333,BZ,Y,Y,Germany
I,A2A454,ASW-27,N27BZ,BZ,Y,Y,United States
F,3EE09B,glider,D-3223,BZ,Y,Y,Germany
F,DDD379,ASK-21,LN-GBZ,BZ,Y,Y,Norway
F,DDA98C,LS-4,D-6376,BZ,Y,Y,Germany
I,C053F9,DG-800,C-GFUU,BZ,N,Y,Canada
I,40518A,Grob 109B,G-ROBZ,BZ,Y,Y,United Kingdom
F,DDB2FB,Duo Discus,D-3223,BZ,N,Y,Germany
F,DDBBE0,ASW-20,D-4523,BZ,N,Y,Germany
F,DDACBD,LS-1,D-0519,BZ,Y,Y,Germany
F,DDA807,Olympia 463,BZR,BZR,Y,Y,China
F,ABCE8E,Glider LAK-17A,N86XC,C,Y,Y,United States
F,D00CAF,Lak-17C,D-KGQU,C,Y,Y,Germany
F,DD84AB,DG300,D-9305,C,Y,Y,Germany
F,D021F1,LS 8 neo,D-1755,C,Y,Y,Germany
F,D02E55,Arcus M,D-KKKX,C,Y,Y,Germany
F,DF1766,asg29e,D-KJMD,C,Y,Y,Germany
F,DDDC58,LS8,D-1755,C,Y,Y,Germany
F,000339,Arcus M,D-KKKY,C,Y,Y,Germany
I,AD3868,ASH-26 E,N951AK,C,N,Y,United States
F,DD9CBD,DG300,D-9305,C,Y,Y,Germany
F,DDB03D,Mini Nimbus,D-7466,C1,Y,Y,Germany
F,DD9A37,Ventus 2,D-0274,C1,N,Y,Germany
I,7C74C9,JS-1 Revelation,VH-XCR,C1,Y,Y,Australia
F,D01C7D,Ventus 2 cxa (fes),G-DMBE,C1,Y,Y,United Kingdom
I,3EFDC1,Mini Nimbus C,D-7466,C1,Y,Y,Germany
F,AB35B7,V3F,N821MT,C1,Y,Y,United States
F,DD8739,std. Cirrus,OK-0688,C1,Y,Y,Czech Republic
F,DD897F,LS-4 Jet neo,D-KKKE,C1,Y,Y,Germany
F,D00743,LS-3,D-2621,C1,Y,Y,Germany
F,DF20F8,DG300 ELAN,D-0268,C1,Y,Y,Germany
F,DF269C,DG-300,D-3300,C1,Y,Y,Germany
F,DF23A7,Ventus 2b,D-0274,C1,Y,Y,Germany
F,D003F4,Std. Cirrus,F-CEFG,C10,Y,Y,France
F,DD8405,Std. Cirrus,F-CEFF,C11,Y,Y,France
F,DD9B21,Std Cirrus,F-CKIF,C12,Y,Y,France
F,DDED06,LS-4,G-CJKP,C12,Y,Y,United Kingdom
I,A9017C,DG-200,N68GH,C14,N,Y,United States
I,48491A,LAK-17 AT,PH-1366,C17,N,Y,Netherlands
F,DDDA2F,LAK-17 A,CS-PBW,C17,N,Y,Portugal
I,A2AEC3,ASW-27,N272JS,C2,N,Y,United States
F,DD9A45,DG-600,D-8600,C2,N,Y,Germany
F,A40CE9,DG400,N360GG,C2,Y,Y,United States
F,DDDE6F,ASH26e,D-KATP,C2,Y,Y,Germany
F,D0048B,Std. Cirrus,G-CTWO,C2,Y,Y,United Kingdom
F,DDAC5A,LS4,D-0119,C2,Y,Y,Germany
F,D00501,Standard Cirrus,VH-GYZ,C2,Y,Y,Australia
F,DDC3A7,Ask 21,F-CGCC,C2,Y,Y,France
F,DDA7D3,Std. Cirrus,D-2101,C2,N,Y,Germany
F,405C12,STD Cirrus,G-CHKU,C29,Y,Y,United Kingdom
F,DDE370,Std Cirrus,G-CHKU,C29,Y,Y,United Kingdom
F,3ED60D,ARCUS M,D-KWAF,C2B,Y,Y,Germany
F,DF27F8,LS4,D-0473,C3,Y,Y,Germany
I,A60333,G103,N487GC,C3,Y,Y,United States
F,DDDBBF,LS-8 18,F-COMB,C3,Y,Y,France
F,DD9AE1,LS1-f,D-4643,C3,Y,Y,Germany
I,A3EA14,Libelle,N351S,C3,Y,Y,United States
F,D00BE9,Cirrus Std,F-CEQZ,C38,Y,Y,France
F,DDDBF2,PW-5,OO-YZM,C4,N,Y,Belgium
F,DF15A8,Janus CX,D-2539,C4,Y,Y,Germany
F,DF1034,Arcus M,D-KLIE,C4,Y,Y,Germany
F,DD97D1,ASW-20,EC-DNI,C4,N,Y,Spain
I,4B50A9,LS-4,HB-3074,C4,Y,Y,Switzerland
I,AD827C,ASW-24,N97ND,C4,Y,Y,United States
O,D0072E,C42C,D-MLES,C42C,Y,Y,Germany
O,3FF70A,C42Turbo,D-MHIR,C42T,Y,Y,Germany
F,DDDBAE,Astir Club,OH-639,C5,Y,Y,Unknown
F,D0053D,Discus 2C 18m FES,G-DFES,C5,Y,Y,United Kingdom
F,D0254A,LS4,D-2707,C5,Y,Y,Germany
F,D004DA,LS4,I-IVFA,C5,Y,Y,Italy
F,DD9A47,LS-4,D-8865,C5,N,Y,Germany
F,4B50F0,Ls4b neo,HB-3145,C5,Y,Y,Switzerland
F,DDDA76,LS4,OH-723,C6,Y,Y,Unknown
F,DF242E,LS6,D-6315,C6,Y,Y,Germany
F,DDAAD7,ASW-19,D-2645,C6,Y,Y,Germany
I,A63761,ASW-27,N5XX,C6,N,Y,United States
I,405763,Ventus 2,G-CJZM,C64,Y,Y,United Kingdom
F,DDAEFE,ASG29e,D-KPSC,C65,Y,Y,Germany
F,DD9A51,Discus,D-3309,C7,N,Y,Germany
F,DDDB27,LS4,OH-778,C7,Y,Y,Unknown
I,40540B,Std Cirrus,G-CJCJ,C7,Y,Y,United Kingdom
F,DDE023,Std. Cirrus,SE-TND,C7,N,Y,Sweden
F,DD8595,Pilatus B4,OY-XBI,C7,N,Y,Denmark
F,3ED2DC,V2cxM,D-KUUU,C7,Y,Y,Germany
F,DDAAD3,ASW-20,D-4226,C7,Y,Y,Germany
F,DD9B74,Cirrus75,D-3643,C71,Y,Y,Germany
F,DDDD2B,STD cirrus,G-CJVU,C74,Y,Y,United Kingdom
F,DF275F,LS 1-f,D-7331,C8,Y,Y,Germany
F,DDAB0F,LibelleClub,D-9451,C8,N,Y,Germany
F,3E7770,V3M,D-KKKU,C8,Y,Y,Germany
F,DDE4BA,"SZD36-A ""Cobra 15""",PH-992,C8,Y,Y,Netherlands
I,4B4B12,LS-4,HB-1643,C9,Y,Y,Switzerland
F,465BDE,DG-1000T,OH-1038,C9,Y,Y,Unknown
F,DF0987,Arcus T,F-CLDD,CA,Y,Y,France
I,A71D56,ASG29,N558CA,CA,Y,Y,United States
F,D00ED8,Discus 2b,D-0051,CA,Y,Y,Germany
F,DDE7DD,PW-5,F-CICA,CA,Y,Y,France
F,A24DEA,Discus CS,248CA,CA,Y,Y,Unknown
F,DDBD93,DG1000,F-CJCA,CA,Y,Y,France
I,4B5253,ASG-29,HB-3500,CA,N,Y,Switzerland
F,D00A38,Glider,PH-1627,CA,Y,Y,Netherlands
F,DD9F06,Discus,D-0711,CA,N,Y,Germany
F,DDBCFA,Discus,D-5494,CA,Y,Y,Germany
F,DD8E6C,PW-6,F-CPCA,CA,Y,Y,France
F,DDEAEC,Discus 2,D-4407,CA,Y,Y,Germany
F,DD9937,Discus CS,D-0711,CA,N,Y,Germany
F,D01027,DG1000,F-CJCA,CA,Y,Y,France
F,DDD394,SF-25c,D-KMCA,CA,Y,Y,Germany
I,A0AA1E,PIK-20 D,N142A,CA1,N,Y,United States
F,505C5C,Ventus 3M,OM-7773,CAT,Y,Y,Slovakia
I,3E7BD5,Stemme S 10,D-KMCB,CB,Y,Y,Germany
I,4849E5,Ventus 2ct,PH-1302,CB,Y,Y,Netherlands
F,DD5034,DG-300,SE-UED,CB,Y,Y,Sweden
F,DDB007,DG-800,D-KKCB,CB,N,Y,Germany
I,3E768D,DG-808C,D-KKCB,CB,Y,Y,Germany
F,DDA6A1,Experimental,D-7612,CB,Y,Y,Germany
F,DDEC67,ASG-29E,D-KGCB,CB,Y,Y,Germany
F,DDA52B,SF-25,F-CHCB,CB,Y,Y,France
F,D01F67,Duo Discus xl,D-6745,CB,Y,Y,Germany
F,DDDEDD,Glider,SP-4300,CB,Y,Y,Poland
F,DD8304,LS-9,D-KDCB,CB,Y,Y,Germany
F,DF193F,ASG-29E,D-KGCB,CB,Y,Y,Germany
F,DDEA74,ASH 26E,D-KTCB,CB,Y,Y,Germany
F,3465C1,Glider,EC-MZU,CB,Y,Y,Spain
F,D00A95,DG505MB,D-KHCB,CB,Y,Y,Germany
F,D00530,Duo Discus,D-2064,CB,Y,Y,Germany
I,3E6167,Ventus 3M,D-KCBV,CB,Y,Y,Germany
F,DD9EA9,ASW-24,D-6075,CB,Y,Y,Germany
F,D00CCA,DG-808 C Competition,D-KACB,CB,Y,Y,Germany
F,DDC03A,Ventus bT,G-CJWU,CB,Y,Y,United Kingdom
I,3D2F1D,Breezer B600,D-EQCB,CB,Y,Y,Germany
F,D01004,LS7 WL,D-5207,CB,Y,Y,Germany
F,DDEDB8,Junior,D-1975,CB,Y,Y,Germany
F,DD0CE4,Ikarus C42 B,04HR,CB,Y,Y,Unknown
F,DDD8BF,ASW-20,OY-LUX,CB,Y,Y,Denmark
F,404264,K6cr,G-DCBM,CBM,Y,Y,United Kingdom
I,4408F6,DV20 Katana,OE-CBR,CBR,Y,Y,Austria
F,D01866,K13,G-DCBW,CBW,Y,Y,United Kingdom
F,AD765C,Ventus 3M,N967CC,CC,Y,Y,United States
I,45E243,LS-7,OY-XRC,CC,Y,Y,Denmark
F,DDF0A1,Discus cT,D-KDCC,CC,Y,Y,Germany
I,4845DA,glider,PH-1111,CC,Y,Y,Netherlands
F,DD85B8,Robin DR 300 R,D-EICC,CC,Y,Y,Germany
F,4749AC,Ventus 2cm,D-KHPU,CC,Y,Y,Germany
F,DD4F97,ASK13,F-CECC,CC,Y,Y,France
I,3E66B6,DG1001M,D-KECC,CC,Y,Y,Germany
F,DF1253,Discus CS,D-4227,CC,Y,Y,Germany
F,DDDFE4,Ventus cM,SE-UMV,CC,Y,Y,Sweden
F,D025CA,Calif A21s,F-CHPV,CC,Y,Y,France
F,DDEA02,ASG-29E,D-KKCC,CC,Y,Y,Germany
F,DDD7F3,LS1f,OK-8672,CC,Y,Y,Czech Republic
F,DF16EE,Ventus 2cxM,D-KMCC,CC,Y,Y,Germany
I,3EED11,Mini Nimbus C,D-3194,CC,Y,Y,Germany
F,DD50D0,Discus 2cT,D-KSCC,CC,N,Y,Germany
F,3E7006,Ventus 2cm,D-KHPU,CC,Y,Y,Germany
F,DD50A8,KA-6E,G-DCCA,CCA,Y,Y,United Kingdom
F,405DED,K13,G-FCCC,CCC,Y,Y,United Kingdom
I,4B0589,Cessna 152,HB-CCN,CCN,Y,Y,Switzerland
I,4013B4,K-6e,G-DCCU,CCU,Y,Y,United Kingdom
F,D01302,GLIDER,G-DCCV,CCV,Y,Y,United Kingdom
F,DDE70E,K-13,C-DCCY,CCY,Y,Y,Canada
F,DDF97B,ASK-13,G-DCCZ,CCZ,N,Y,United Kingdom
F,DD1297,ASW-19,PH-1494,CD,N,Y,Netherlands
F,DDB587,PA-18,D-EHCD,CD,N,Y,Germany
F,DDEA97,Ventus 2CX,F-CIJP,CD,Y,Y,France
F,DDEABF,Quintus,D-KQCD,CD,Y,Y,Germany
I,3E5C27,SF25,D-KACD,CD,Y,Y,Germany
F,4021AD,Robin DR400,G-LGCD,CD,Y,Y,United Kingdom
F,DDBD4E,Jeans Astir,D-4561,CD,Y,Y,Germany
F,DDB16C,Ka-7,D-8819,CD,N,Y,Germany
F,405E86,Open Libelle 301,G-CGAN,CD,Y,Y,United Kingdom
F,DDBD68,LS4,D-1495,CD,Y,Y,Germany
I,4B5130,ASW27,HB-3209,CD,Y,Y,Switzerland
F,3E5ECB,SR22,D-KBCD,CD,Y,Y,Germany
F,DDB3A0,ASK-13,D-9275,CD,N,Y,Germany
I,A1FB38,PIK-20D,N227CD,CD,N,Y,United States
F,DDC374,ASW-19,D-7047,CD,Y,Y,Germany
F,DDDCBF,ASK-21,F-CCDF,CDF,N,Y,France
F,DDF076,LS-4,D-0567,CE,Y,Y,Germany
F,DDB1A4,Ventus 2cM,D-KACE,CE,Y,Y,Germany
I,4B515E,LS-8,HB-3255,CE,Y,Y,Switzerland
I,4B4E99,ASG-29E,HB-2546,CE,Y,Y,Switzerland
