devices/device_type,devices/device_id,AIRCRAFT_MODEL,REGISTRATION,CN,devices/tracked,devices/identified,devices/aircraft_type,COUNTRY
I,A2B6D3,ASW-27,N274RD,JM,Y,Y,1,United States
F,DDEC18,Arcus M,D-KEGP,JM,Y,Y,1,Germany
O,8E25C8,PZL Krosno KR-03 Puchatek,SP-3546,JM,Y,Y,1,Poland
F,D02AB0,Glasflugel 304,D-0340,JM,Y,Y,1,Germany
F,DDDAD4,ASW-24 E,OK-2404,JM,Y,Y,1,Czech Republic
F,DDDF9C,ASW-19,D-7975,JM,Y,Y,1,Germany
F,DD52D8,SZD-41 Jantar Std,LY-VJM,JM,Y,Y,1,Lithuania
I,3E6CBE,ASH-31 MI,D-KGJM,JM,Y,Y,1,Germany
F,D00D36,LAK-17 A,OH-942,JM,Y,Y,1,Unknown
O,E0DC7A,SZD-51 Junior,SP-3465,JM,Y,Y,1,Poland
F,DDA30A,Libelle Std,D-9428,JM,Y,Y,1,Germany
I,AD60B1,ASH-26 E,N961JM,JM,Y,Y,1,United States
F,DD9F71,SZD-48-3 Jantar Std 3,D-4515,JM,Y,Y,1,Germany
F,DDADE1,DR-400,D-EJJM,JM,Y,Y,2,Germany
F,DD8AAB,Ka-8,F-CJMA,JMA,Y,Y,1,France
O,31AF28,UFO,EC-ZZZ,JMC,Y,Y,6,Spain
F,D017F3,SZD-51 Junior,G-CJMG,JMG,Y,Y,1,United Kingdom
F,48488D,Different Aircraft,PH-JMP,JMP,Y,Y,1,Netherlands
F,4848DB,Different Aircraft,PH-JMP,JMP,Y,Y,1,Netherlands
F,4058D3,SZD-51 Junior,G-CJMY,JMY,Y,Y,1,United Kingdom
F,DF10A3,SZD-51 Junior,G-CJMY,JMY,Y,Y,1,United Kingdom
O,C769F0,PW-5,N500JN,JN,Y,Y,1,United States
F,D02955,Ventus,OK-1110,JN,Y,Y,1,Czech Republic
F,C8084B,Cirrus Std,ZK-GJN,JN,Y,Y,1,New Zealand
F,D01536,Twin Astir I,I-TWJN,JN,Y,Y,1,Italy
I,4AD54E,Ventus cM,SE-UJN,JN,Y,Y,1,Sweden
F,DDDC63,Ventus cM,SE-UJN,JN,Y,Y,1,Sweden
F,DDDD69,LAK-17B FES,G-CLTJ,JN,Y,Y,1,United Kingdom
F,DD8BF1,SZD-38 Jantar 1,SP-2891,JN,Y,Y,1,Poland
F,DDC2A0,DR-300,D-ENJN,JN,Y,Y,2,Germany
F,DDA963,Ventus bT,D-KBBI,JN,Y,Y,1,Germany
F,DD4FA8,Ventus ct,OK-1723,JN,Y,Y,1,Czech Republic
F,405469,LS-6,G-CJNP,JNP,Y,Y,1,United Kingdom
F,DD50A3,Mosquito,G-CJNR,JNR,Y,Y,1,United Kingdom
F,4851BB,Janus A,PH-1560,JNS,Y,Y,1,Netherlands
I,396FFB,AS 33,F-CVGD,JO,Y,Y,1,France
F,DDFA06,LS-4 W,F-CMJO,JO,Y,Y,1,France
F,DDE80C,LAK-17 AT,D-KARO,JO,Y,Y,1,Germany
F,DF100A,LS-8,D-4156,JO,Y,Y,1,Germany
F,DDAF85,Cirrus 18m,OK-0505,JO,Y,Y,1,Czech Republic
F,DDEA1A,ASH-31 MI,D-KJOW,JO,Y,Y,1,Germany
F,DD9317,LS-8,D-4156,JO,Y,Y,1,Germany
F,DDEE9C,UFO,F-KIKI,JO,Y,Y,6,France
F,3EFF30,Hornet,D-7833,JO,Y,Y,1,Germany
F,38B41B,AS 33,F-CVGD,JO,Y,Y,1,France
I,3E7C98,Piccolo B,D-KMJO,JO,Y,Y,3,Germany
F,3EE383,LS-1 f,D-0748,JO,Y,Y,1,Germany
F,DD98DD,DG-100,OK-1401,JO,Y,Y,1,Czech Republic
F,DDEA4E,DG-600,D-KIJO,JO,Y,Y,1,Germany
O,AA6701,DR-400,A-TEST,JO9,Y,Y,2,Unknown
F,DDD2AE,Ka-8,G-CJOB,JOB,Y,Y,1,United Kingdom
F,DD503E,Cirrus Std,G-CJOE,JOE,Y,Y,1,United Kingdom
F,A0027C,Libelle Std,N10BH,JOE,Y,Y,1,United States
F,DDBF8C,Discus,D-2984,JOE,Y,Y,1,Germany
I,3DF5AA,AS 365,D-HNHA,JOH,Y,Y,4,Germany
I,3DE146,AS 365,D-HFOG,JOH,Y,Y,4,Germany
F,DD8F2E,Ventus 2ct,G-CJOR,JOR,Y,Y,1,United Kingdom
F,DD4E47,Cirrus Std,G-CJOS,JOS,Y,Y,1,United Kingdom
F,DDAB35,LAK-17 A,D-1578,JOU,Y,Y,1,Germany
F,DDE4CB,ASK-21,G-CJOX,JOX,Y,Y,1,United Kingdom
F,DF0DFC,ASG-29E,D-KPJJ,JOY,Y,Y,1,Germany
F,DD92E6,Duo Discus t,D-KISV,JOY,Y,Y,1,Germany
F,3E5E97,AS 33,D-KBAD,JOY,Y,Y,1,Germany
F,D01C9C,ASH-26 E,D-KHFP,JOY,Y,Y,1,Germany
F,DF1044,ASG-32 MI,D-KLVB,JOY,Y,Y,1,Germany
F,3E7B1F,ASG-32 MI,D-KLVB,JOY,Y,Y,1,Germany
F,3E72F9,Duo Discus t,D-KISV,JOY,Y,Y,1,Germany
I,405B5F,Ka-8,G-CJOZ,JOZ,Y,Y,1,United Kingdom
F,3E6779,LS-8 18,D-KEJP,JP,Y,Y,1,Germany
F,4B4B80,LS-4,HB-1753,JP,Y,Y,1,Switzerland
F,DDEF8F,Ventus 2cxT,D-KBJP,JP,Y,Y,1,Germany
F,DDFD3E,ASW-20,OK-7540,JP,Y,Y,1,Czech Republic
F,DF10E4,ASW-27,D-9279,JP,Y,Y,1,Germany
I,3E7209,HPH 304S Shark,D-KIJP,JP,Y,Y,1,Germany
F,DDAE72,DG-300,D-0337,JP,Y,Y,1,Germany
F,391EDB,Ventus 2,F-CJPR,JP,Y,Y,1,France
F,3E79F5,ASH-25,D-KLJP,JP,Y,Y,1,Germany
F,4AD550,LS-6,SE-UJP,JP,Y,Y,1,Sweden
F,DD9A6B,ASK-13,F-CCJP,JP,Y,Y,1,France
F,DDE293,LS-6,SE-UJP,JP,Y,Y,1,Sweden
I,3E74AD,ASW-24 E,D-KJJP,JP,Y,Y,1,Germany
F,DDA5A6,SZD-48-3 Jantar Std 3,SP-3911,JP2,Y,Y,1,Poland
F,D00DC4,Discus 2,F-CGDX,JPA,Y,Y,1,France
F,DDB1A2,ASK-13,G-CJPC,JPC,Y,Y,1,United Kingdom
F,DDA396,LS-6 18,F-CJPJ,JPJ,Y,Y,1,France
I,405AF8,Astir Club,G-CJPM,JPM,Y,Y,1,United Kingdom
F,DDA61A,Twin Astir II,F-CJPN,JPN,Y,Y,1,France
F,405E1E,DG-200,G-CJPW,JPW,Y,Y,1,United Kingdom
F,DDF967,Pilatus B4,CC-AJQ,JQ,Y,Y,1,Chile
F,3ECAD4,Ventus 2ct,D-KRTS,JR,Y,Y,1,Germany
I,A31D7C,JS-1 B Revelation,N-3OFF,JR,Y,Y,1,United States
I,C086E1,SZD-51 Junior,C-GZCA,JR,Y,Y,1,Canada
F,DDE278,ASH-25,F-CHRJ,JR,Y,Y,1,France
F,DDF07A,Ventus ct,D-KFAD,JR,Y,Y,1,Germany
F,DDEED7,Ventus 2cxT,G-KJJR,JR,Y,Y,1,United Kingdom
F,D03463,LS-3,LV-EPM,JR,Y,Y,1,Argentina
F,DDDEA8,JS-1 B Revelation,N-3OFF,JR,Y,Y,1,United States
F,D015F4,JS-3 15M,D-KCJR,JR,Y,Y,1,Germany
F,DD9C9D,Ventus 2ct,D-KAJR,JR,Y,Y,1,Germany
F,DDAD43,PIK-20 D,OO-YJR,JR,Y,Y,1,Belgium
F,D02B87,ASH-31 MI,D-KRJR,JR,Y,Y,1,Germany
F,3EC9CF,ASH-31 MI,D-KRJR,JR,Y,Y,1,Germany
F,DD9DCA,LS-3,D-2637,JR,Y,Y,1,Germany
F,D009FA,JS-3 18M,ZT-GJR,JR,Y,Y,1,South Africa
F,405E42,Astir CS,G-CJRD,JRD,Y,Y,1,United Kingdom
F,4013AD,SZD-50 Puchacz,G-CJRF,JRF,Y,Y,1,United Kingdom
F,DF01A3,LS-1 d,C-FJRG,JRG,Y,Y,1,Canada
I,405939,SZD-50 Puchacz,G-CJRJ,JRJ,Y,Y,1,United Kingdom
F,DDABF3,Astir CS,G-CJRM,JRM,Y,Y,1,United Kingdom
F,4056D1,Cirrus Std,G-CJRT,JRT,Y,Y,1,United Kingdom
I,505D91,Bell 429,OM-JRX,JRX,Y,Y,4,Slovakia
F,D00CB7,Discus 2,OH-907,JS,Y,Y,1,Unknown
F,C05D69,SGS 1-35,C-GJJS,JS,Y,Y,1,Canada
F,DF1618,JS-1 Revelation,VH-FJS,JS,Y,Y,1,Australia
F,DDE81F,Banjo MH,OK-VUA07,JS,Y,Y,1,Czech Republic
F,DD86F2,ASW-15,D-8658,JS,Y,Y,1,Germany
F,DDA529,LS-8 18,D-5826,JS,Y,Y,1,Germany
F,3E708E,Arcus M,D-KHVA,JS,Y,Y,1,Germany
I,C04078,ASW-28 18,C-FYKT,JS,Y,Y,1,Canada
F,D027C4,Ka-8,F-CEJS,JS,Y,Y,1,France
F,D02843,JS-3 18M RES,D-KMJS,JS,Y,Y,1,Germany
F,009025,JS-1 B Revelation,ZS-GCI,JS,Y,Y,1,South Africa
F,D020C0,LAK-17 A,F-CAIF,JS,Y,Y,1,France
F,DDB1F1,Twin Astir III,D-5294,JS,Y,Y,1,Germany
F,C42710,PW-5,N197HB,JS,Y,Y,1,United States
F,DF2377,JS-3 18M RES,D-KDNA,JS,Y,Y,1,Germany
I,A03BE8,ASW-24,N114JS,JS,Y,Y,1,United States
I,A39A5F,ASH-31 MI,N331JS,JS,Y,Y,1,United States
F,DD9746,Discus 2t,D-KDSP,JS,Y,Y,1,Germany
F,49B08D,Ventus 3M,OK-1999,JS,Y,Y,1,Czech Republic
I,7C75C6,LS-6,VH-XJS,JS,Y,Y,1,Australia
I,3938DB,LAK-17 A,F-CAIF,JS,Y,Y,1,France
F,DD8DC5,DG-100,OK-2422,JS,Y,Y,1,Czech Republic
F,4B4D9A,DG-808 B,HB-2291,JS,Y,Y,1,Switzerland
F,D025F2,Cirrus Std,OK-7575,JS,Y,Y,1,Czech Republic
F,38E8DB,Libelle Std,F-CGVS,JS,Y,Y,1,France
I,DDC407,DG-808 B,HB-2291,JS,Y,Y,1,Switzerland
F,D00CCF,Mosquito,D-7859,JS,Y,Y,1,Germany
F,D001C6,LAK-17 A,F-CAIF,JS,Y,Y,1,France
F,4B4ED8,JS-3 18M RES,HB-2609,JS3,Y,Y,1,Switzerland
F,A3449C,JS-3 18M,N31BL,JS3,Y,Y,1,United States
F,DDF0DD,JS-3 18M,D-KGLI,JS3,Y,Y,1,Germany
F,DDE29F,LS-1 c,G-CJST,JST,Y,Y,1,United Kingdom
F,D01D47,DG-505,G-CJSX,JSX,Y,Y,1,United Kingdom
I,4059DB,ASK-18,G-CJSZ,JSZ,Y,Y,1,United Kingdom
F,DDD87A,PIK-20 B,OH-493,JT,Y,Y,1,Unknown
F,D003B0,HPH 304S Shark,OK-8304,JT,Y,Y,1,Czech Republic
F,DD52EA,ASW-27,VH-ZJT,JT,Y,Y,1,Australia
F,7C7FE7,ASW-27,VH-ZJT,JT,Y,Y,1,Australia
F,3E68CE,Ventus bT,D-KEWS,JT,Y,Y,1,Germany
F,DF10DF,Ventus 3F,D-KGJT,JT,Y,Y,1,Germany
F,DDDDF4,Ventus 2cM,OK-1972,JT,Y,Y,1,Czech Republic
F,DD868C,Ventus 2cM,D-KCJT,JT,Y,Y,1,Germany
F,D004A8,ASH-25 EB,D-KIGY,JT,Y,Y,1,Germany
F,3E677D,Discus 2c,D-KEJT,JT,Y,Y,1,Germany
F,DDB56C,Ventus 2cM,D-KCJT,JT,Y,Y,1,Germany
O,2FAA47,Glasflugel H301,CC-AJT,JT,Y,Y,1,Chile
F,DDFDFE,Ventus 2bx,D-9023,JT,Y,Y,1,Germany
O,FD79A1,JS-3 18M,N70JT,JT,Y,Y,1,United States
F,DDAB29,Piccolo B,D-KAJT,JT,Y,Y,3,Germany
F,DF0E61,DG-808 B,D-KIJT,JT,Y,Y,1,Germany
O,9796AC,LS-1 f,OK-4573,JT,Y,Y,1,Czech Republic
F,DF11AF,ASW-27,VH-VJT,JT,Y,Y,1,Australia
O,A9530F,JS-3 18M,N70JT,JT,Y,Y,1,United States
F,3EF3CA,Ventus 2CXa,D-4915,JT,Y,Y,1,Germany
I,45E154,Arcus T,OY-XJT,JT,Y,Y,1,Denmark
F,D029E4,DG-303,G-CJTK,JTK,Y,Y,1,United Kingdom
F,B843E5,Mosquito,G-CJTO,JTO,Y,Y,1,United Kingdom
F,405935,Duo Discus t,G-CJTU,JTU,Y,Y,1,United Kingdom
O,23BF09,SZD-41 Jantar Std,LY-GJU,JU,Y,Y,1,Lithuania
O,23BF30,SZD-41 Jantar Std,LY-GJU,JU,Y,Y,1,Lithuania
F,D00959,LS-1 f,D-9459,JU,Y,Y,1,Germany
I,A4FE86,LS-4,N4204C,JU,Y,Y,1,United States
F,C0557F,SZD-51 Krokus,C-GGJU,JU,Y,Y,1,Canada
F,4B405E,Motorplane,HB-YJU,JU,Y,Y,2,Switzerland
F,401FDD,DR-400,G-BJUD,JUD,Y,Y,2,United Kingdom
F,DF0443,ASH-25 MI,OE-9359,JUM,Y,Y,1,Austria
F,57E708,Mistral,G-CJUR,JUR,Y,Y,1,United Kingdom
F,C05E86,SZD-51 Junior,C-GJUR,JUR,Y,Y,1,Canada
F,DF217C,LS-6 18,VH-JUS,JUS,Y,Y,1,Australia
I,405642,Cirrus Std,G-CJUU,JUU,Y,Y,1,United Kingdom
F,DD8646,HK36 Super Dimona,D-KFJV,JV,Y,Y,1,Germany
F,DDDCB4,Duo Discus,F-CLJV,JV,Y,Y,1,France
F,3E7D9A,JS-3 18M,PH-1697,JV,Y,Y,1,Netherlands
F,3E6A23,HK36 Super Dimona,D-KFJV,JV,Y,Y,1,Germany
F,DD94A5,HK36 Super Dimona,D-KFJV,JV,Y,Y,1,Germany
O,BB6651,Phoebus,N6881,JV,Y,Y,1,United States
F,D003EA,LS-6 18,F-CGZX,JV,Y,Y,1,France
F,DDE636,DG-600,D-KBLL,JV,Y,Y,1,Germany
F,1A00E4,DJI Mini,OE-VXW,JV,Y,Y,5,Austria
F,0CEF20,Duo Discus xl,G-TEST,JV3,Y,Y,1,United Kingdom
F,DDDA35,Ventus 2ct,G-CJVA,JVA,Y,Y,1,United Kingdom
F,DD4F7B,SZD-51 Junior,G-CJVC,JVC,Y,Y,1,United Kingdom
F,4056E2,PIK-20 D,G-CJVE,JVE,Y,Y,1,United Kingdom
F,40564F,DG-300,G-CJVL,JVL,Y,Y,1,United Kingdom
I,40574B,DG-200,G-CJVP,JVP,Y,Y,1,United Kingdom
F,DDA7E9,ASK-21,G-CJVZ,JVZ,Y,Y,1,United Kingdom
I,4054D5,ASK-21,G-CJVZ,JVZ,Y,Y,1,United Kingdom
F,DDFA1B,ASK-13,F-CEJW,JW,Y,Y,1,France
F,4B4DB9,DG-808 B,HB-2322,JW,Y,Y,1,Switzerland
F,3E6A24,ASG-32 El,D-KFJW,JW,Y,Y,1,Germany
F,D02C1D,ASW-24,D-2697,JW,Y,Y,1,Germany
F,DF0E67,Ventus 3T,N771JW,JW,Y,Y,1,United States
F,D00385,LS-8,OK-3370,JW,Y,Y,1,Czech Republic
F,DDA5E6,DG-100,D-6433,JW,Y,Y,1,Germany
O,FD9980,Libelle Std,VH-GJW,JW,Y,Y,1,Australia
F,06DDDF,DG-808 B,HB-2322,JW,Y,Y,1,Switzerland
I,7C75CA,Discus,VH-XJW,JW,Y,Y,1,Australia
F,D0037C,ASW-24,D-2697,JW,Y,Y,1,Germany
F,DDA525,Twin Astir III,D-6421,JW,Y,Y,1,Germany
F,DDDA69,LAK 19,OH-943,JW,Y,Y,1,Unknown
I,3E5CF0,Discus bT,D-KAJW,JW,Y,Y,1,Germany
F,DDA97C,Astir CS,D-6421,JW,Y,Y,1,Germany
F,9CD57A,Discus bT,D-KAJW,JW,Y,Y,1,Germany
F,25A4B8,ASK-13,G-CJWB,JWB,Y,Y,1,United Kingdom
F,405783,ASK-21,G-CJWD,JWD,Y,Y,1,United Kingdom
O,3BB666,Drone/UAV,F-JJWH,JWH,Y,Y,5,France
I,4056F2,Astir CS,G-CJWR,JWR,Y,Y,1,United Kingdom
F,DD5226,ASW-15,G-DJWS,JWS,Y,Y,1,United Kingdom
F,4059FE,ASW-15,G-DJWS,JWS,Y,Y,1,United Kingdom
I,A02B9F,JS-3 18M,N11UC,JX,Y,Y,1,United States
F,DDB040,ASK-21,F-CCJX,JX,Y,Y,1,France
F,D00875,ASW-27,D-6555,JX,Y,Y,1,Germany
I,C05EC3,SZD-50 Puchacz,C-GJXA,JXA,Y,Y,1,Canada
F,DF01EA,SZD-50 Puchacz,C-GJXA,JXA,Y,Y,1,Canada
F,401FF5,RF 5,G-BJXK,JXK,Y,Y,1,United Kingdom
F,D004CC,Discus,G-CJXL,JXL,Y,Y,1,United Kingdom
F,DDFAEA,ASK-13,G-CJXM,JXM,Y,Y,1,United Kingdom
F,405907,ASK-13,G-CJXM,JXM,Y,Y,1,United Kingdom
I,405EA3,Elfe S4,G-CJXY,JXY,Y,Y,1,United Kingdom
F,DD4F8A,Astir CS,G-CJYC,JYC,Y,Y,1,United Kingdom
F,DD8EFF,Duo Discus t,G-CJYR,JYR,Y,Y,1,United Kingdom
F,DD50CE,Mini Nimbus,G-CJYS,JYS,Y,Y,1,United Kingdom
F,DF2460,LS-3,D-2878,JZ,Y,Y,1,Germany
F,DD527C,LS-3,D-2878,JZ,Y,Y,1,Germany
F,DDD874,Ka-8,F-CEJZ,JZ,Y,Y,1,France
F,D004C7,DG-505,G-CJZB,JZB,Y,Y,1,United Kingdom
F,DDE470,ASK-13,G-CJZE,JZE,Y,Y,1,United Kingdom
F,DD4FFD,DG-505,G-CJZK,JZK,Y,Y,1,United Kingdom
I,4054AD,Mini Nimbus,G-CJZL,JZL,Y,Y,1,United Kingdom
F,DD8DC4,Mini Nimbus,G-CJZL,JZL,Y,Y,1,United Kingdom
F,4053F3,ASW-28,G-CJZN,JZN,Y,Y,1,United Kingdom
F,D01331,PIK-20 B,OH-467,Jo,Y,Y,1,Unknown
F,DD9377,JOB 15,HB-ELD,Job,Y,Y,2,Switzerland
F,DDEBDC,Glasflugel 304,OK-9304,Jou,Y,Y,1,Czech Republic
O,3831B6,Gyrocopter,F-JXXX,Jxx,Y,Y,3,France
F,DF0B36,ASG-29E,D-KTAK,K,Y,Y,1,Germany
F,D01607,AS 33,D-KKNK,K,Y,Y,1,Germany
I,3E723C,Stemme S-10,D-KILO,K,Y,Y,1,Germany
F,D01EEB,JS-3 18M RES,D-KIID,K,Y,Y,1,Germany
O,2C5137,Cirrus Std,OK-3005,K,Y,Y,1,Czech Republic
F,DD81F8,Discus,D-1752,K,Y,Y,1,Germany
F,DD8305,ASW-27,D-6279,K,Y,Y,1,Germany
I,A00356,Cirrus Std,N10LA,K,Y,Y,1,United States
I,A26EA9,Discus,N256K,K,Y,Y,1,United States
F,DDEB98,ASG-29E,D-KJVF,K,Y,Y,1,Germany
O,63352C,DJI Matrice,K-M300,K,Y,Y,5,Unknown
F,D02B74,Glasflugel 304,D-9665,K,Y,Y,1,Germany
O,3F8F00,OldTimer,OK-0924,K,Y,Y,1,Czech Republic
O,1A6D40,Mini Nimbus,D-6633,K,Y,Y,1,Germany
F,3F013F,ASW-27,D-8360,K,Y,Y,1,Germany
F,DD8281,VSO-10,OM-4503,K0,Y,Y,1,Slovakia
F,DD8EBD,DG-200,F-CBPJ,K02,Y,Y,1,France
O,6A8F1D,Blanik,OK-KL04,K04,Y,Y,1,Czech Republic
F,3ED6C8,Ventus 3T,D-KWHK,K1,Y,Y,1,Germany
I,A4FFEE,ASK-21,N421GB,K1,Y,Y,1,United States
F,DDFE0B,Ventus 2ct,D-KFWH,K1,Y,Y,1,Germany
F,DD8D5E,Duo Discus,D-4519,K1,Y,Y,1,Germany
F,D029CD,Astir CS,OK-5681,K1,Y,Y,1,Czech Republic
F,7C28A8,JS-1 C18 Evo,VH-IBE,K1,Y,Y,1,Australia
O,C7FFA4,Blanik,OK-8200,K1,Y,Y,1,Czech Republic
F,D01D33,Discus,OE-5581,K1,Y,Y,1,Austria
I,4407DD,DG-1000,OE-5710,K1,Y,Y,1,Austria
F,D00E0D,JS-1 C18 Evo,VH-IBE,K1,Y,Y,1,Australia
F,D00A27,Discus 2cFES,D-KIZA,K1,Y,Y,1,Germany
F,DDADB7,ASK-13,OE-5031,K13,Y,Y,1,Austria
F,B946EC,ASK-13,OK-0419,K13,Y,Y,1,Czech Republic
F,DDDC93,ASK-13,D-4386,K13,Y,Y,1,Germany
F,D00538,ASK-13,G-CFZN,K13,Y,Y,1,United Kingdom
F,DDA2A4,ASK-13,D-0354,K13,Y,Y,1,Germany
F,DDD387,DG-300,F-CGVK,K17,Y,Y,1,France
F,DDFE4B,ASK-18,D-3743,K18,Y,Y,1,Germany
I,404FEF,ASK-18,G-CKNM,K18,Y,Y,1,United Kingdom
F,DD9D41,LS-1 f,D-2234,K2,Y,Y,1,Germany
I,3EFD21,Hornet,D-7306,K2,Y,Y,1,Germany
F,DDAE37,LS-4,D-1089,K2,Y,Y,1,Germany
F,DDAD4E,Astir CS,OY-XDY,K2,Y,Y,1,Denmark
I,7C7F79,ASW-20,VH-8K2,K2,Y,Y,1,Australia
F,DF10B7,Arcus T,D-KXWH,K2,Y,Y,1,Germany
O,A9A8BD,ASK-21,N721RC,K2,Y,Y,1,United States
F,D01D30,Duo Discus,OE-5684,K2,Y,Y,1,Austria
F,DDA73B,Duo Discus,D-8108,K2,Y,Y,1,Germany
F,DDA4C1,Hornet,D-7306,K2,Y,Y,1,Germany
F,3EFF8F,ASW-28,D-7928,K2,Y,Y,1,Germany
F,DD8256,Ka-2,D-0718,K2,Y,Y,1,Germany
F,DDD981,SZD-51 Junior,OH-742,K2,Y,Y,1,Unknown
O,56A9EC,ASK-21,N211MS,K21,Y,Y,1,United States
F,405A31,ASK-21,G-CJGE,K21,Y,Y,1,United Kingdom
F,DD930E,ASK-21,D-9490,K21,Y,Y,1,Germany
F,DDB495,ASK-21,D-6621,K21,Y,Y,1,Germany
I,A37497,ASK-21,N3211W,K21,Y,Y,1,United States
F,DD96FA,Bergfalke IV,D-0523,K23,Y,Y,1,Germany
F,F0B508,Ka-2,D-6173,K2B,Y,Y,1,Germany
F,3EE0BC,Kestrel,D-0037,K3,Y,Y,1,Germany
F,DDAEA1,SZD-50 Puchacz,OE-5424,K3,Y,Y,1,Austria
F,DD9D0C,Duo Discus,D-5608,K3,Y,Y,1,Germany
F,45E152,LS-1 d,OY-XJR,K3,Y,Y,1,Denmark
F,DD521F,L-Spatz 55,D-4070,K3,Y,Y,1,Germany
F,DDC27A,Mosquito,OO-ZZK,K3,Y,Y,1,Belgium
F,DDAE97,Twin Astir I,D-3946,K3,Y,Y,1,Germany
F,4958C8,Mosquito,PH-1602,K3,Y,Y,1,Netherlands
F,DDDA49,LS-1 d,OY-XJR,K3,Y,Y,1,Denmark
F,4858C8,Mosquito,PH-1602,K3,Y,Y,1,Netherlands
F,DF1642,DG-300,F-CFVS,K38,Y,Y,1,France
F,DD9308,DG-300,OE-5473,K4,Y,Y,1,Austria
F,D0160D,Discus 2c,D-2644,K4,Y,Y,1,Germany
F,3EC214,DG-1000 T,D-KOLO,K4,Y,Y,1,Germany
F,DF26A5,LS-4 W,D-3408,K4,Y,Y,1,Germany
F,DDEF9E,LS-8 st,G-KKSX,K4,Y,Y,1,United Kingdom
I,440835,DG-300,OE-5473,K4,Y,Y,1,Austria
F,DD8A1B,ASK-21,D-3429,K4,Y,Y,1,Germany
F,DDE5C8,SZD-41 Jantar Std,SE-TOC,K4,Y,Y,1,Sweden
O,811133,Ka-4,HA-1133,K4M,Y,Y,1,Hungary
F,406148,LS-3,G-CGDN,K4T,Y,Y,1,United Kingdom
I,AC11ED,DG-1000 T,N12SK,K5,Y,Y,1,United States
F,DF20ED,Duo Discus,D-4010,K5,Y,Y,1,Germany
F,DDE48A,Janus Ce,D-2520,K5,Y,Y,1,Germany
I,4407F9,LS-4,OE-5391,K5,Y,Y,1,Austria
F,7C3D79,ASG-32 MI,VH-MFF,K5,Y,Y,1,Australia
F,DD95AF,ASW-28 18,D-0828,K5,Y,Y,1,Germany
F,DDD9F1,ASW-27,OK-2727,K5,Y,Y,1,Czech Republic
F,DF10F9,Duo Discus xlt,D-KWWH,K5,Y,Y,1,Germany
F,DDEC8E,LS-4,HB-1683,K5,Y,Y,1,Switzerland
F,DDD87C,DG-500 M,D-KRLJ,K5,Y,Y,1,Germany
F,DD5278,SHK-1,G-CFJF,K58,Y,Y,1,United Kingdom
F,DDD208,ASH-25 MI,D-KSEX,K6,Y,Y,1,Germany
F,DF0FD2,Discus 2c,D-6035,K6,Y,Y,1,Germany
F,DD9F36,Ka-6 cr,D-7158,K6,Y,Y,1,Germany
F,DDD2FA,Ka-6 e,G-DDMO,K6,Y,Y,1,United Kingdom
F,DD8684,DG-300,D-9006,K6,Y,Y,1,Germany
F,4B47BC,Ka-6 cr,HB-789,K6,Y,Y,1,Switzerland
F,DDBEAB,Ka-6 cr,D-6453,K6,Y,Y,1,Germany
I,484DFD,Ka-6 cr,PH-870,K6,Y,Y,1,Netherlands
F,DDAD07,Ka-6 cr,OE-0639,K6,Y,Y,1,Austria
F,DDD9E3,Ka-6 cr,D-6453,K6,Y,Y,1,Germany
F,DDD285,VSO-10,OM-3505,K6,Y,Y,1,Slovakia
F,DDAB7A,ASK-21,D-8869,K69,Y,Y,1,Germany
I,484C0D,Ka-6 e,PH-1376,K6E,Y,Y,1,Netherlands
O,B1FB24,Ka-7,OK-0652,K7,Y,Y,1,Czech Republic
F,DD89D9,Ka-7,D-0206,K7,Y,Y,1,Germany
F,DD89E4,PIK-20 D,OY-XHN,K7,Y,Y,1,Denmark
O,3DBE2D,Ka-7,OK-4069,K7,Y,Y,1,Czech Republic
F,006459,Twin Astir III,D-5532,K7,Y,Y,1,Germany
I,A8BF83,Libelle Club,N663BM,K7,Y,Y,1,United States
O,24A620,VSO-10,OM-3507,K7,Y,Y,1,Slovakia
F,DD8556,Ka-7,D-5414,K7,Y,Y,1,Germany
F,DD9994,Twin Astir II,D-6397,K7,Y,Y,1,Germany
F,DDB01C,SZD-51 Junior,D-7173,K73,Y,Y,1,Germany
O,E6C86C,Ka-8,OH-255,K8,Y,Y,1,Unknown
F,DD99B0,Ka-8,D-4714,K8,Y,Y,1,Germany
F,B9A014,Ka-8,OK-6221,K8,Y,Y,1,Czech Republic
F,114673,Discus 2c,D-8715,K8,Y,Y,1,Germany
F,DDA3B4,Ka-8,D-4373,K8,Y,Y,1,Germany
F,DDB0ED,Ka-8,D-4381,K8,Y,Y,1,Germany
F,DDD332,Ka-8,D-5478,K8,Y,Y,1,Germany
F,DD925A,Ka-8,OE-0498,K8,Y,Y,1,Austria
F,DDA64C,Ka-8,OE-0633,K8,Y,Y,1,Austria
F,484C83,Ka-8,PH-361,K8,Y,Y,1,Netherlands
F,DD972C,DG-300,OE-5498,K8,Y,Y,1,Austria
F,DF189F,Discus 2,D-8715,K8,Y,Y,1,Germany
F,DDFA7A,Ka-8,D-0901,K8,Y,Y,1,Germany
F,DDB27E,Ka-8,D-4068,K8,Y,Y,1,Germany
F,A23582,LS-4 W,N241UK,K8,Y,Y,1,United States
O,7E6A66,Ka-7,HA-5087,K87,Y,Y,1,Hungary
F,D00119,DG-200,OO-YSD,K88,Y,Y,1,Belgium
